Investee Company Name,Investee Company Nation,Investee Company TRBC Economic Sector,Investment Date,Round Number,Investment Stage,Firm Investor Name,Fund Investor Name,"Investor Equity Total
(USD, Millions)","Disclosed Fund Equity Contribution
(USD, Millions)","Round Equity Total
(USD, Millions)","Disclosed Debt Contribution
(USD, Millions)","Deal Value
(USD, Millions)","Deal Rank Value
(USD, Millions)"
Capfloat Financial Services Pvt Ltd,India,Financials,2020-04-13,8,Expansion,Undisclosed Firm,Undisclosed Fund,3,0,15,0,0,15
Capital First Ltd,India,Financials,2012-05-29,1,PIPE,Warburg Pincus LLC,Warburg Pincus Private Equity XI L.P,65,65,65,0,0,65
Capital First Ltd,India,Financials,2012-09-28,2,PIPE,Warburg Pincus LLC,Warburg Pincus Private Equity XI L.P,93,93,93,0,0,93
Capital First Ltd,India,Financials,2013-03-28,3,PIPE,Warburg Pincus LLC,Warburg Pincus Private Equity XI L.P,1,1,1,0,0,1
Capital First Ltd,India,Financials,2013-06-28,4,PIPE,Warburg Pincus LLC,Warburg Pincus Private Equity XI L.P,0,0,0,0,0,0
Capital First Ltd,India,Financials,2013-09-30,5,PIPE,Warburg Pincus LLC,Warburg Pincus Private Equity XI L.P,1,1,1,0,0,1
Capital First Ltd,India,Financials,2013-10-14,6,PIPE,Warburg Pincus LLC,Warburg Pincus Private Equity XI L.P,0,0,0,0,0,0
Capital First Ltd,India,Financials,2014-03-04,7,PIPE,Undisclosed Firm,Undisclosed Fund,1,0,29,0,0,29
Capital First Ltd,India,Financials,2014-03-04,7,PIPE,Warburg Pincus LLC,Warburg Pincus Private Equity XI L.P,27,27,29,0,0,29
Capital First Ltd,India,Financials,2016-11-14,8,PIPE,GIC Special Investments Pte Ltd,GIC Pvt Ltd - Unspecified Fund,50,0,50,0,0,50
Capital Foods Pvt Ltd,India,Consumer Non-Cyclicals,2006-10-31,1,Acquisition,Everstone Capital Asia Pte. Ltd,Indivision Capital,0,0,0,0,0,0
Capital Foods Pvt Ltd,India,Consumer Non-Cyclicals,2011-11-01,2,Acquisition,Future Consumer Ltd,"Future Consumer Enterprises, Ltd. - Unspecified Fund",0,0,0,0,9,9
Capital Foods Pvt Ltd,India,Consumer Non-Cyclicals,2013-12-10,3,Acquisition,Invus Group LLC,"Invus Group LLC, The - Unspecified Fund",0,0,0,0,0,0
Capital Foods Pvt Ltd,India,Consumer Non-Cyclicals,2013-12-10,3,Acquisition,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Capital Foods Pvt Ltd,India,Consumer Non-Cyclicals,2019-10-25,4,Acquisition,General Atlantic LLC,General Atlantic LLC - Unspecified Fund,0,0,0,0,0,0
Cappella Eduinfra Private Ltd,India,Academic & Educational Services,2023-11-07,1,Acquisition,Alta Capital Real Estate,Alta Hospitality Fund Asia,0,0,0,0,200,200
CapriCoast.com Home Solutions Pvt Ltd,India,Basic Materials,2015-04-14,1,Expansion,Accel Partners Management LLP,Accel Partners & Co Inc - Unspecified Fund,1,1,1,0,0,1
Capricorn Food Products India Ltd,India,Consumer Non-Cyclicals,2013-07-22,1,Acquisition,IBOF Investment Management Pvt Ltd,India Build-Out Fund I,10,10,10,0,10,10
Caratlane Trading Pvt Ltd,India,Consumer Cyclicals,2011-06-22,1,Expansion,Tiger Global Management LLC,Tiger Global Management LLC - Unspecified Fund,6,6,6,0,0,6
Caratlane Trading Pvt Ltd,India,Consumer Cyclicals,2012-03-31,2,Expansion,Tiger Global Management LLC,Tiger Global Management LLC - Unspecified Fund,6,6,6,0,0,6
Caratlane Trading Pvt Ltd,India,Consumer Cyclicals,2015-01-22,3,Expansion,Tiger Global Management LLC,Tiger Global Management LLC - Unspecified Fund,30,30,30,0,0,30
Caravan Craft Retail Pvt Ltd,India,Consumer Cyclicals,2013-08-12,1,Expansion,Unitus Ventures Advisors Llp,"Unitus Seed Fund, L.P.",0,0,0,0,0,0
Caravel Logistics Pvt Ltd,India,Industrials,2009-07-25,1,Expansion,BTS Investment Advisors Pvt Ltd,BTS India Private Equity Fund,5,5,5,0,0,5
Carborundum Universal Ltd,India,Industrials,2008-09-17,2,PIPE,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Cardamom Logistics Assets India Pvt Ltd,India,Industrials,2019-02-15,1,LBO,Morgan Stanley Real Estate Fund,North Haven Real Estate Fund IX Global,49,49,49,0,49,49
Care Health Insurance Ltd,India,Financials,2017-04-09,1,Pending Acquisition,True North Ventures Pvt Ltd,True North- Unspecified Fund,0,0,0,0,202,202
Care Health Insurance Ltd,India,Financials,2020-02-07,2,Pending Acquisition,Kedaara Capital Investment Managers Ltd,"Kedaara Capital II, Ltd.",28,28,29,0,56,56
Care Health Insurance Ltd,India,Financials,2020-02-07,2,Pending Acquisition,Undisclosed Firm,Undisclosed Fund,1,0,29,0,56,56
Care Health Insurance Ltd,India,Financials,2020-06-02,3,Acquisition,Kedaara Capital Investment Managers Ltd,"Kedaara Capital II, Ltd.",13,13,49,0,49,49
Care Health Insurance Ltd,India,Financials,2020-06-02,3,Acquisition,Undisclosed Firm,Undisclosed Fund,36,36,49,0,49,49
Care Hospitals Pvt Ltd,India,Healthcare,2012-04-02,2,Acquisition,Advent International LP,Advent International Corporation - Unspecified Fund,105,105,105,0,105,105
Care Hospitals Pvt Ltd,India,Healthcare,2015-04-27,3,Acquisition for Expansion,Advent International LP,Advent International Corporation - Unspecified Fund,0,0,0,0,0,0
Care Hospitals Pvt Ltd,India,Healthcare,2016-01-13,4,Secondary Buyout,TPG Inc,Evercare Health Fund,0,0,0,0,194,194
Care Hospitals Pvt Ltd,India,Healthcare,2022-07-04,5,Acquisition for Expansion,TPG Inc,Evercare Health Fund,0,0,0,0,0,0
Care Hospitals Pvt Ltd,India,Healthcare,2022-07-30,6,Acquisition for Expansion,TPG Inc,Evercare Health Fund,0,0,0,0,0,0
"Career Point Infosystems, Ltd.",India,Academic & Educational Services,2009-07-29,1,Expansion,Darby Overseas Investments ltd,Franklin Templeton Private Equity Strategy,10,10,10,0,0,10
Career Stack Innovation Pvt Ltd,India,Technology,2017-04-11,3,Expansion,Beenext Pte Ltd,Beenext Fund I,1,0,5,0,0,5
Career Stack Innovation Pvt Ltd,India,Technology,2017-04-11,3,Expansion,Beenos Asia Pte Ltd,Beenos Inc - Unspecified Fund,1,0,5,0,0,5
Career Stack Innovation Pvt Ltd,India,Technology,2017-04-11,3,Expansion,Digital Garage Inc,Digital Garage - Unspecified Fund,1,0,5,0,0,5
Career Stack Innovation Pvt Ltd,India,Technology,2017-04-11,3,Expansion,Prime Venture Partners,Prime Venture Partners - Unspecified Fund,1,0,5,0,0,5
Career Stack Innovation Pvt Ltd,India,Technology,2017-04-11,3,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,5,0,0,5
Career Stack Innovation Pvt Ltd,India,Technology,2017-04-11,3,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,5,0,0,5
Carmel Organics Pvt Ltd,India,Healthcare,2018-04-02,1,Expansion,Ankur Capital Advisors,Ankur Capital Fund,0,0,0,0,0,0
Carnation Auto India Pvt Ltd,India,Consumer Cyclicals,2011-12-31,2,Expansion,Gaja Capital Partners,Gaja Capital Fund I,0,0,0,0,0,0
Carnation Auto India Pvt Ltd,India,Consumer Cyclicals,2012-02-29,3,Expansion,Gaja Capital Partners,Gaja Capital Fund I,17,17,17,0,0,17
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2019-10-17,1,Expansion,Peak Xv Partners,Peak XV Partners - Unspecified Fund,20,0,100,0,0,100
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2019-10-17,1,Expansion,Unbound Ltd,Unbound - Unspecified Fund,20,0,100,0,0,100
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2019-10-17,1,Expansion,Undisclosed Firm,Undisclosed Fund,20,0,100,0,0,100
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2019-10-17,1,Expansion,Undisclosed Firm,Undisclosed Fund,20,0,100,0,0,100
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2019-10-17,1,Expansion,Undisclosed Firm,Undisclosed Fund,20,0,100,0,0,100
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2020-11-24,3,Expansion,DST Global,Digital Sky Technologies Ltd - Unspecified Fund,50,0,200,0,0,200
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2020-11-24,3,Expansion,Exor Ventures,Exor Seeds LP,50,0,200,0,0,200
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2020-11-24,3,Expansion,Moore Strategic Ventures LLC,Moore Strategic Ventures- Unspecified Fund,50,0,200,0,0,200
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2020-11-24,3,Expansion,Unbound Ltd,Unbound - Unspecified Fund,50,0,200,0,0,200
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2021-09-10,4,Expansion,Alpha Wave Global LP,Alpha Wave Global LP - Unspecified Fund,31,0,320,0,0,320
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2021-09-10,4,Expansion,Alpha Wave Global LP,Alpha Wave Incubation Fund,75,75,320,0,0,320
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2021-09-10,4,Expansion,DST Global,Digital Sky Technologies Ltd - Unspecified Fund,75,75,320,0,0,320
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2021-09-10,4,Expansion,Exor Ventures,Exor Seeds LP,8,8,320,0,0,320
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2021-09-10,4,Expansion,Moore Strategic Ventures LLC,Moore Strategic Ventures- Unspecified Fund,23,23,320,0,0,320
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2021-09-10,4,Expansion,SB Investment Advisers (UK) Ltd,Softbank Vision Fund II,31,0,320,0,0,320
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2021-09-10,4,Expansion,Undisclosed Firm,Undisclosed Fund,2,2,320,0,0,320
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2021-09-10,4,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,320,0,0,320
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2021-09-10,4,Expansion,Undisclosed Firm,Undisclosed Fund,75,75,320,0,0,320
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2021-12-20,5,Expansion,Alpha Wave Global LP,Alpha Wave Incubation Fund,150,0,300,0,0,300
Cars24 Services Pvt Ltd,India,Consumer Cyclicals,2021-12-20,5,Expansion,Undisclosed Firm,Undisclosed Fund,150,0,300,0,0,300
Carterporter Pvt Ltd,India,Industrials,2021-06-04,2,Expansion,Venture Catalysts Pvt Ltd,Venture Catalysts Pvt Ltd - Unspecified Fund,0,0,0,0,0,0
Cartrade Tech Ltd,India,Technology,2014-10-07,4,Expansion,Canaan Management Inc,"Canaan VIII, L.P.",3,3,44,0,0,0
Cartrade Tech Ltd,India,Technology,2014-10-07,4,Expansion,Tiger Global Management LLC,Tiger Global Management LLC - Unspecified Fund,0,0,44,0,0,0
Cartrade Tech Ltd,India,Technology,2014-10-07,4,Expansion,Warburg Pincus LLC,Warburg Pincus Private Equity XI L.P,40,40,44,0,0,0
Cartrade Tech Ltd,India,Technology,2015-07-31,5,Expansion,Undisclosed Firm,Undisclosed Fund,,15,30,0,0,0
Cartrade Tech Ltd,India,Technology,2015-07-31,5,Expansion,Undisclosed Firm,Undisclosed Fund,,5,30,0,0,0
Cartrade Tech Ltd,India,Technology,2015-07-31,5,Expansion,Warburg Pincus LLC,Warburg Pincus Private Equity XI L.P,10,10,30,0,0,0
Cartrade Tech Ltd,India,Technology,2015-11-12,6,Acquisition for Expansion,Canaan Management Inc,Canaan VII,0,0,0,0,0,0
Cartrade Tech Ltd,India,Technology,2015-11-12,6,Acquisition for Expansion,Tiger Global Management LLC,"Tiger Global Private Investment Partners V, L.P.",0,0,0,0,0,0
Cartrade Tech Ltd,India,Technology,2015-11-12,6,Acquisition for Expansion,Warburg Pincus LLC,Warburg Pincus Private Equity XI L.P,0,0,0,0,0,0
Cartrade Tech Ltd,India,Technology,2016-01-13,7,Expansion,Temasek Holdings Pvt Ltd,Temasek Holdings (Pvt) Ltd - Unspecified Fund,46,0,142,0,0,142
Cartrade Tech Ltd,India,Technology,2016-01-13,7,Expansion,Undisclosed Firm,Undisclosed Fund,46,0,142,0,0,142
Cartrade Tech Ltd,India,Technology,2016-01-13,7,Expansion,Warburg Pincus LLC,Warburg Pincus Private Equity XI L.P,50,50,142,0,0,142
CarveNiche Technologies Pvt Ltd,India,Technology,2012-02-23,1,Expansion,Mumbai Angels Network Pvt Ltd,Mumbai Angels - Unspecified Fund,0,0,0,0,0,0
CarwaleCom,India,Technology,2006-12-01,1,Expansion,Seedfund,Seedfund,0,0,1,0,0,1
CarwaleCom,India,Technology,2006-12-01,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,1,0,0,1
CarwaleCom,India,Technology,2007-07-11,2,Expansion,Seedfund,Seedfund,0,0,1,0,0,1
CarwaleCom,India,Technology,2007-07-11,2,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,1,0,0,1
CarwaleCom,India,Technology,2008-11-06,3,Expansion,Sierra Ventures,Sierra Ventures - Unspecified Fund,4,4,4,0,0,4
Carz India,India,Consumer Non-Cyclicals,2011-05-23,1,Expansion,Kalaari Capital Advisors Pvt Ltd,"IndoUS Ventures Management, LLC",5,5,5,0,0,5
Carzonrent India Pvt Ltd,India,Industrials,2006-11-09,1,Expansion,Peak Xv Partners,Peak XV Partners - Unspecified Fund,7,7,7,0,0,7
Casa Grande,India,Industrials,2013-06-17,1,Real Estate,Undisclosed Firm,Undisclosed Fund,4,4,4,0,0,4
Casa2 Stays Pvt Ltd,India,Consumer Cyclicals,2019-06-03,3,Expansion,Accel India Venture Fund,Accel India Venture Fund - Unspecified Fund,3,3,8,0,0,8
Casa2 Stays Pvt Ltd,India,Consumer Cyclicals,2019-06-03,3,Expansion,Goldman Sachs Asset Management International LLC,Goldman Sachs Asset Management  - Unspecified Fund,5,5,8,0,0,8
Casa2 Stays Pvt Ltd,India,Consumer Cyclicals,2019-06-03,3,Expansion,Qualcomm Ventures,Qualcomm Ventures - Unspecified Fund,0,0,8,0,0,8
Casa2 Stays Pvt Ltd,India,Consumer Cyclicals,2020-01-03,4,Expansion,Accel Partners Management LLP,Accel Partners & Co Inc - Unspecified Fund,2,0,6,0,0,6
Casa2 Stays Pvt Ltd,India,Consumer Cyclicals,2020-01-03,4,Expansion,Arb Investments Pte Ltd,RB Investment - Unspecified Fund,2,0,6,0,0,6
Casa2 Stays Pvt Ltd,India,Consumer Cyclicals,2020-01-03,4,Expansion,Goldman Sachs Asset Management International LLC,Goldman Sachs Asset Management  - Unspecified Fund,2,0,6,0,0,6
Cashfree Payments India Pvt Ltd,India,Industrials,2019-04-09,2,Expansion,Smilegate Investment Inc,"MVP Capital Company, Ltd. -Unspecified Fund",1,0,6,0,0,6
Cashfree Payments India Pvt Ltd,India,Industrials,2019-04-09,2,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,6,0,0,6
Cashfree Payments India Pvt Ltd,India,Industrials,2019-04-09,2,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,6,0,0,6
Cashfree Payments India Pvt Ltd,India,Industrials,2019-04-09,2,Expansion,Y Combinator Management LLC,Y Combinator Management LLC - Unspecified Fund,1,0,6,0,0,6
Cashfree Payments India Pvt Ltd,India,Industrials,2020-11-24,3,Expansion,Apis Partners LLP,Apis Growth Fund II,18,0,35,0,0,35
Cashfree Payments India Pvt Ltd,India,Industrials,2020-11-24,3,Expansion,Y Combinator Management LLC,Y Combinator Management LLC - Unspecified Fund,18,0,35,0,0,35
Cashfree Payments India Pvt Ltd,India,Industrials,2021-11-30,4,Acquisition for Expansion,Apis Partners LLP,Apis Growth Fund II,8,0,15,0,15,15
Cashfree Payments India Pvt Ltd,India,Industrials,2021-11-30,4,Acquisition for Expansion,Y Combinator Management LLC,Y Combinator Management LLC - Unspecified Fund,8,0,15,0,15,15
Cashgrail Pvt Ltd,India,Technology,2022-01-10,4,Expansion,Nepean Capital Partners Pty Ltd,Nepean Capital Fund Ltd.,12,0,72,0,0,72
Cashgrail Pvt Ltd,India,Technology,2022-01-10,4,Expansion,Orios Venture Partners,Orios Venture Partners - Unspecified Fund,12,0,72,0,0,72
Cashgrail Pvt Ltd,India,Technology,2022-01-10,4,Expansion,Tomales Bay Capital LP,Tomales Bay Capital Global Growth Fund I LP,12,0,72,0,0,72
Cashgrail Pvt Ltd,India,Technology,2022-01-10,4,Expansion,Undisclosed Firm,Undisclosed Fund,12,0,72,0,0,72
Cashgrail Pvt Ltd,India,Technology,2022-01-10,4,Expansion,Westcap Group LLC,WestCap Strategic Operator Fund II LP,12,0,72,0,0,72
Cashgrail Pvt Ltd,India,Technology,2022-01-10,4,Expansion,Z47,Matrix Partners India III LLC,12,0,72,0,0,72
Castex Technologies Ltd,India,Consumer Cyclicals,2006-12-15,1,PIPE,D E Shaw & Co LP,"D. E. Shaw Group, The - Unspecified Fund",8,8,88,0,0,88
Castex Technologies Ltd,India,Consumer Cyclicals,2006-12-15,1,PIPE,Kingdon Capital Management LLC,Kingdon Capital - Unspecified Fund,10,10,88,0,0,88
Castex Technologies Ltd,India,Consumer Cyclicals,2006-12-15,1,PIPE,New Vernon Pvt Equity Ltd,New Vernon Private Equity - Unspecified Fund,10,10,88,0,0,88
Castex Technologies Ltd,India,Consumer Cyclicals,2006-12-15,1,PIPE,Undisclosed Firm,Undisclosed Fund,10,10,88,0,0,88
Castex Technologies Ltd,India,Consumer Cyclicals,2006-12-15,1,PIPE,Undisclosed Firm,Undisclosed Fund,2,2,88,0,0,88
Castex Technologies Ltd,India,Consumer Cyclicals,2006-12-15,1,PIPE,Undisclosed Firm,Undisclosed Fund,10,10,88,0,0,88
Castex Technologies Ltd,India,Consumer Cyclicals,2006-12-15,1,PIPE,Undisclosed Firm,Undisclosed Fund,30,30,88,0,0,88
Castex Technologies Ltd,India,Consumer Cyclicals,2006-12-15,1,PIPE,Undisclosed Firm,Undisclosed Fund,8,0,88,0,0,88
Castex Technologies Ltd,India,Consumer Cyclicals,2007-12-26,2,PIPE,Warburg Pincus LLC,"Warburg Pincus Private Equity IX, L.P.",40,40,40,0,0,40
Catamaran Waterbase Solutions Pvt Ltd,India,Consumer Non-Cyclicals,2013-01-20,1,Expansion,Hyderabad Angels,Hyderabad Angel Ventures - Unspecified Fund,0,0,0,0,0,0
Catbus Infolabs Pvt Ltd,India,Industrials,2019-09-17,2,Expansion,Chiratae Ventures India Advisors Pvt Ltd,Chiratae Ventures India Advisors Pvt Ltd - Unspecified Fund,0,0,0,0,0,0
Catbus Infolabs Pvt Ltd,India,Industrials,2019-09-17,2,Expansion,Dream Incubator Inc,"Dream Incubator, Inc. - Unspecified Fund",0,0,0,0,0,0
Catbus Infolabs Pvt Ltd,India,Industrials,2019-09-17,2,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Catbus Infolabs Pvt Ltd,India,Industrials,2019-09-17,2,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Catbus Infolabs Pvt Ltd,India,Industrials,2019-09-17,2,Expansion,Venture Catalysts Pvt Ltd,Venture Catalysts Pvt Ltd - Unspecified Fund,0,0,0,0,0,0
Catbus Infolabs Pvt Ltd,India,Industrials,2020-05-26,3,Bridge Loan,Trifecta Capital Partners Ltd,Trifecta Capital Fund II,0,0,0,0,0,0
Catbus Infolabs Pvt Ltd,India,Industrials,2021-08-16,4,Expansion,Chiratae Ventures India Advisors Pvt Ltd,Chiratae Ventures India Advisors Pvt Ltd - Unspecified Fund,1,0,3,0,0,3
Catbus Infolabs Pvt Ltd,India,Industrials,2021-08-16,4,Expansion,Draper Associates Inc,Draper Associates - Unspecified Fund,1,0,3,0,0,3
Catbus Infolabs Pvt Ltd,India,Industrials,2021-08-16,4,Expansion,Symphony Asia Holdings Pte. Ltd,Symphony Asia Holdings Pte Ltd - Unspecified Fund,1,0,3,0,0,3
Catbus Infolabs Pvt Ltd,India,Industrials,2021-08-16,4,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,3,0,0,3
Catmoss Retail Pvt Ltd,India,Consumer Cyclicals,2010-08-15,1,Acquisition,Elevation Capital,SAIF Partners - Unspecified Fund,0,0,0,0,21,21
Cavinkare Pvt Ltd,India,Consumer Non-Cyclicals,2013-06-03,1,Acquisition,ChrysCapital LLP,ChrysCapital Management Companies - Unspecified Fund,0,0,0,0,44,44
CBREX Technologies Pvt Ltd,India,Technology,2022-11-30,1,Expansion,Waterbridge Ventures II Trust,WaterBridge Ventures Fund II,3,0,3,0,0,3
CCOT,India,Real Estate,2008-06-19,1,Real Estate,Hines Interests LP,Hines India Fund,200,200,200,0,0,200
CEAT Ltd,India,Consumer Cyclicals,2015-05-31,1,PIPE,Westbridge Capital Management Llc,"WestBridge Capital Management, LLC - Unspecified Fund",0,0,0,0,0,0
CEAT Ltd,India,Consumer Cyclicals,2015-08-04,2,PIPE,Westbridge Capital Management Llc,"WestBridge Capital Management, LLC - Unspecified Fund",0,0,0,0,0,0
Celebal Technologies Private Ltd,India,Technology,2022-11-23,1,Acquisition,Norwest Venture Partners,Norwest Venture Partners - Unspecified Fund,32,32,32,0,32,32
Celebrity Fashions Pvt. Ltd.,India,Consumer Cyclicals,2005-06-20,1,PIPE,New Vernon Pvt Equity Ltd,New Vernon Private Equity - Unspecified Fund,6,6,6,0,0,6
Cellcast Asia Holdings,India,Consumer Cyclicals,2011-07-25,2,Expansion,Canaan Management Inc,Canaan VII,2,0,2,0,0,2
Cellcast Asia Holdings,India,Consumer Cyclicals,2011-10-14,3,Expansion,Canaan Management Inc,Canaan VII,1,1,1,0,0,1
Cellprop Pvt Ltd,India,Consumer Cyclicals,2020-09-07,3,Expansion,Endiya Partners,Endiya Partners II,0,0,1,0,0,1
Cellprop Pvt Ltd,India,Consumer Cyclicals,2020-09-07,3,Expansion,Growx Venture Management LLP,GrowX Venture Management Pvt Ltd - Unspecified Fund,0,0,1,0,0,1
Cellprop Pvt Ltd,India,Consumer Cyclicals,2020-09-07,3,Expansion,Micelio Mobility Pvt Ltd,Micelio Fund,0,0,1,0,0,1
Cellprop Pvt Ltd,India,Consumer Cyclicals,2021-06-10,4,Expansion,Endiya Partners,Endiya Partners II,1,0,2,0,0,2
Cellprop Pvt Ltd,India,Consumer Cyclicals,2021-06-10,4,Expansion,Growx Venture Management LLP,GrowX Venture Management Pvt Ltd - Unspecified Fund,1,0,2,0,0,2
Cellprop Pvt Ltd,India,Consumer Cyclicals,2021-06-10,4,Expansion,Micelio Mobility Pvt Ltd,Micelio Fund,1,0,2,0,0,2
Cellprop Pvt Ltd,India,Consumer Cyclicals,2021-06-10,4,Expansion,Xpanse Services Llp,Huddle - Unspecified Fund,1,0,2,0,0,2
Celon Laboratories Pvt Ltd,India,Healthcare,2020-11-17,2,LBO,British International Investment PLC,British International Investment - Unspecified Fund,0,0,0,0,0,0
Celon Laboratories Pvt Ltd,India,Healthcare,2020-11-17,2,LBO,Development Partners International LLP,African Development Partners III L.P.,0,0,0,0,0,0
Celon Laboratories Pvt Ltd,India,Healthcare,2020-11-17,2,LBO,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Centaur Automotive Pvt Ltd,India,Consumer Cyclicals,2021-07-23,1,Expansion,Magehold Pte Ltd,MaGEHold- Unspecified Fund,0,0,0,0,0,0
Centaur Automotive Pvt Ltd,India,Consumer Cyclicals,2021-07-23,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Centaur Datacorp Pvt Ltd,India,Consumer Non-Cyclicals,2020-12-03,2,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,1,0,0,1
Centcart Insurance Broking Services Pvt Ltd,India,Technology,2017-09-04,1,LBO,Essel Group,Essel Finance Managers - Unspecified Fund,0,0,0,0,0,0
Central Securities Depository Services Ltd,India,Financials,2007-11-19,1,Acquisition,Croupier Prive Private Equity Partners LLC,Croupier Prive Private Equity Fund L.P.,0,0,0,0,4,4
